proxy,source_ticker,granularity,bar_open_utc,close_ts_utc,close,is_weekend_gap_after
equity_risk,QQQ,1d,2024-01-01T21:00:00+00:00,2024-01-02T21:00:00+00:00,397.690765,false
equity_risk,QQQ,1d,2024-01-02T21:00:00+00:00,2024-01-03T21:00:00+00:00,393.482574,false
equity_risk,QQQ,1d,2024-01-03T21:00:00+00:00,2024-01-04T21:00:00+00:00,391.457581,false
equity_risk,QQQ,1d,2024-01-04T21:00:00+00:00,2024-01-05T21:00:00+00:00,391.921783,false
equity_risk,QQQ,1d,2024-01-07T21:00:00+00:00,2024-01-08T21:00:00+00:00,400.022034,true
equity_risk,QQQ,1d,2024-01-08T21:00:00+00:00,2024-01-09T21:00:00+00:00,400.812317,false
equity_risk,QQQ,1d,2024-01-09T21:00:00+00:00,2024-01-10T21:00:00+00:00,403.528839,false
equity_risk,QQQ,1d,2024-01-10T21:00:00+00:00,2024-01-11T21:00:00+00:00,404.368530,false
equity_risk,QQQ,1d,2024-01-11T21:00:00+00:00,2024-01-12T21:00:00+00:00,404.575928,false
equity_risk,QQQ,1d,2024-01-15T21:00:00+00:00,2024-01-16T21:00:00+00:00,404.536377,true
equity_risk,QQQ,1d,2024-01-16T21:00:00+00:00,2024-01-17T21:00:00+00:00,402.254517,false
equity_risk,QQQ,1d,2024-01-17T21:00:00+00:00,2024-01-18T21:00:00+00:00,407.964142,false
equity_risk,QQQ,1d,2024-01-18T21:00:00+00:00,2024-01-19T21:00:00+00:00,416.054535,false
equity_risk,QQQ,1d,2024-01-21T21:00:00+00:00,2024-01-22T21:00:00+00:00,416.597839,true
equity_risk,QQQ,1d,2024-01-22T21:00:00+00:00,2024-01-23T21:00:00+00:00,418.326569,false
equity_risk,QQQ,1d,2024-01-23T21:00:00+00:00,2024-01-24T21:00:00+00:00,420.647919,false
equity_risk,QQQ,1d,2024-01-24T21:00:00+00:00,2024-01-25T21:00:00+00:00,421.161652,false
equity_risk,QQQ,1d,2024-01-25T21:00:00+00:00,2024-01-26T21:00:00+00:00,418.652527,false
equity_risk,QQQ,1d,2024-01-28T21:00:00+00:00,2024-01-29T21:00:00+00:00,422.939697,true
equity_risk,QQQ,1d,2024-01-29T21:00:00+00:00,2024-01-30T21:00:00+00:00,420.124390,false
equity_risk,QQQ,1d,2024-01-30T21:00:00+00:00,2024-01-31T21:00:00+00:00,411.895721,false
equity_risk,QQQ,1d,2024-01-31T21:00:00+00:00,2024-02-01T21:00:00+00:00,416.746002,false
equity_risk,QQQ,1d,2024-02-01T21:00:00+00:00,2024-02-02T21:00:00+00:00,423.789276,false
equity_risk,QQQ,1d,2024-02-04T21:00:00+00:00,2024-02-05T21:00:00+00:00,423.236053,true
equity_risk,QQQ,1d,2024-02-05T21:00:00+00:00,2024-02-06T21:00:00+00:00,422.386475,false
equity_risk,QQQ,1d,2024-02-06T21:00:00+00:00,2024-02-07T21:00:00+00:00,426.732941,false
equity_risk,QQQ,1d,2024-02-07T21:00:00+00:00,2024-02-08T21:00:00+00:00,427.523285,false
equity_risk,QQQ,1d,2024-02-08T21:00:00+00:00,2024-02-09T21:00:00+00:00,431.731384,false
equity_risk,QQQ,1d,2024-02-11T21:00:00+00:00,2024-02-12T21:00:00+00:00,430.042236,true
equity_risk,QQQ,1d,2024-02-12T21:00:00+00:00,2024-02-13T21:00:00+00:00,423.334839,false
equity_risk,QQQ,1d,2024-02-13T21:00:00+00:00,2024-02-14T21:00:00+00:00,427.948059,false
equity_risk,QQQ,1d,2024-02-14T21:00:00+00:00,2024-02-15T21:00:00+00:00,429.222321,false
