Autoresearch: ETHUSDT 4h
Training: 2024-01-01 to 2024-12-31
Validation: 2025-01-01 to 2025-06-30

==============================================================================================================
  PHASE 1: Individual Strategy Profiling — ETHUSDT 4h (2024-01-01 to 2024-12-31)
==============================================================================================================
Config                                             |    # |   W/  L |  Win%  |  Return% |  MDD%  | Sharpe |    PF
--------------------------------------------------------------------------------------------------------------
MA [L,TF,ATR]                                      |   14 |   5/  9 |  35.7% |   -18.40% |  22.9% |  -2.02 |  0.21
MA [L,TF,Fix]                                      |   14 |   2/ 12 |  14.3% |   -15.56% |  20.6% |  -1.68 |  0.33
MA [L,noTF,ATR]                                    |   32 |  13/ 19 |  40.6% |   -32.62% |  33.6% |  -2.82 |  0.26
MA [L,noTF,Fix]                                    |   32 |   6/ 26 |  18.8% |   -26.72% |  31.7% |  -2.06 |  0.44
MA [S,TF,ATR]                                      |   43 |  15/ 28 |  34.9% |   -16.97% |  23.4% |  -0.92 |  0.72
MA [S,TF,Fix]                                      |   44 |  12/ 32 |  27.3% |   -16.06% |  23.5% |  -0.86 |  0.75
MA [S,noTF,ATR]                                    |   59 |  23/ 36 |  39.0% |   -29.51% |  36.6% |  -1.56 |  0.62
MA [S,noTF,Fix]                                    |   60 |  16/ 44 |  26.7% |   -24.56% |  35.3% |  -1.24 |  0.69
MACD [L,TF,ATR]                                    |   31 |  12/ 19 |  38.7% |   -11.73% |  21.8% |  -0.75 |  0.64
MACD [L,TF,Fix]                                    |   30 |   9/ 21 |  30.0% |    +2.01% |  19.2% |  +0.21 |  1.06 ***
MACD [L,noTF,ATR]                                  |   44 |  20/ 24 |  45.5% |    -9.21% |  17.8% |  -0.47 |  0.79
MACD [L,noTF,Fix]                                  |   43 |  13/ 30 |  30.2% |    -2.96% |  21.2% |  -0.07 |  0.94
MACD [S,TF,ATR]                                    |   89 |  26/ 63 |  29.2% |   -35.86% |  41.9% |  -1.70 |  0.63
MACD [S,TF,Fix]                                    |   89 |  24/ 65 |  27.0% |   -24.77% |  36.6% |  -0.96 |  0.77
MACD [S,noTF,ATR]                                  |   96 |  30/ 66 |  31.2% |   -37.77% |  43.7% |  -1.78 |  0.62
MACD [S,noTF,Fix]                                  |   96 |  27/ 69 |  28.1% |   -22.22% |  34.9% |  -0.79 |  0.80
RSI [L,TF,ATR]                                     |   39 |  17/ 22 |  43.6% |   -22.32% |  39.1% |  -1.41 |  0.55
RSI [L,TF,Fix]                                     |   42 |  14/ 28 |  33.3% |    -3.61% |  31.6% |  -0.14 |  0.92
RSI [L,noTF,ATR]                                   |  100 |  45/ 55 |  45.0% |   -45.67% |  54.3% |  -1.98 |  0.58
RSI [L,noTF,Fix]                                   |  107 |  37/ 70 |  34.6% |   -31.23% |  47.0% |  -1.38 |  0.71
RSI [S,TF,ATR]                                     |  128 |  37/ 91 |  28.9% |   -54.79% |  56.8% |  -2.42 |  0.56
RSI [S,TF,Fix]                                     |  133 |  32/101 |  24.1% |   -54.50% |  59.2% |  -2.51 |  0.55
RSI [S,noTF,ATR]                                   |  162 |  58/104 |  35.8% |   -67.40% |  67.9% |  -3.24 |  0.47
RSI [S,noTF,Fix]                                   |  171 |  54/117 |  31.6% |   -58.55% |  62.6% |  -2.67 |  0.54
BB [L,TF,ATR]                                      |   13 |   6/  7 |  46.2% |   -15.25% |  17.6% |  -0.94 |  0.40
BB [L,TF,Fix]                                      |   12 |   3/  9 |  25.0% |    -8.67% |  11.4% |  -0.84 |  0.57
BB [L,noTF,ATR]                                    |   51 |  24/ 27 |  47.1% |   -49.63% |  50.5% |  -2.30 |  0.40
BB [L,noTF,Fix]                                    |   57 |  14/ 43 |  24.6% |   -32.83% |  39.7% |  -1.66 |  0.60
BB [S,TF,ATR]                                      |   79 |  24/ 55 |  30.4% |   -33.14% |  45.6% |  -1.31 |  0.67
BB [S,TF,Fix]                                      |   80 |  22/ 58 |  27.5% |   -31.49% |  41.7% |  -1.39 |  0.69
BB [S,noTF,ATR]                                    |  115 |  42/ 73 |  36.5% |   -59.03% |  64.7% |  -2.35 |  0.55
BB [S,noTF,Fix]                                    |  120 |  33/ 87 |  27.5% |   -44.28% |  55.0% |  -1.70 |  0.68
CCI [L,TF,ATR]                                     |   44 |  23/ 21 |  52.3% |   -29.54% |  34.9% |  -1.78 |  0.53
CCI [L,TF,Fix]                                     |   41 |  14/ 27 |  34.1% |    +7.02% |  28.0% |  +0.47 |  1.11 ***
CCI [L,noTF,ATR]                                   |   65 |  33/ 32 |  50.8% |   -42.31% |  46.5% |  -2.40 |  0.52
CCI [L,noTF,Fix]                                   |   62 |  20/ 42 |  32.3% |    +2.71% |  32.2% |  +0.25 |  1.03 ***
CCI [S,TF,ATR]                                     |   99 |  44/ 55 |  44.4% |   -13.17% |  28.4% |  -0.32 |  0.91
