name,strategy_name,symbol,timeframe,start,end,total_trades,win_rate,total_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,avg_win_loss_ratio,wfo_windows,wfo_total_trades,wfo_mean_sharpe,wfo_total_return_pct,passes_gates,failure_reasons
mtf-0044,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,392,41.58163265306122,-93.73572816505325,94.24465740937077,-4.292312046992525,-5.492104382157622,0.46689509741369134,0.6559446460597258,3,107,-4.576437876606313,-55.75470216329135,False,"drawdown,wfo_sharpe"
mtf-0045,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,21,28.57142857142857,-24.936795812202973,25.82176348230681,-1.9375071231375132,-2.315432236748615,0.16232075338779678,0.40580188346949203,3,9,-2.092585206083728,-10.172562161524457,False,"drawdown,wfo_sharpe"
mtf-0046,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,179,24.581005586592177,-75.57723781719827,79.66255084819531,-2.289064825396302,-3.112769917418025,0.525508439229732,1.6123554385457686,3,44,-2.284763816756994,-33.16058490335355,False,"drawdown,wfo_sharpe"
mtf-0047,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,50,50.0,-34.44604777471786,35.20145208581902,-1.7335818144507151,-2.1575752331264906,0.3003925964535052,0.3003925964535052,3,20,-2.117369472577024,-15.132259035732021,False,"drawdown,wfo_sharpe"
mtf-0048,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,207,29.951690821256037,-78.94283837287269,82.19790290757447,-2.4466322178664686,-3.3017232861672396,0.5241270213450026,1.2257809370165382,3,54,-2.3843037106226936,-35.3632221236606,False,"drawdown,wfo_sharpe"
mtf-0049,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,59,49.152542372881356,-26.485007389958664,32.3770101011388,-1.488676183218147,-1.9060984696148249,0.48674617383545876,0.5035305246573711,3,7,-0.5326985331917867,-5.591083786603168,False,"drawdown,wfo_sharpe"
mtf-0050,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,209,32.535885167464116,-72.11796176624024,77.11299881395523,-2.163393787981254,-2.94716391937412,0.5654464579242642,1.1724698612841358,3,41,-2.351612030177271,-32.02079549666949,False,"drawdown,wfo_sharpe"
mtf-0051,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,222,48.1981981981982,-80.09286553073632,81.44157957760024,-3.835630296125121,-4.648043553818756,0.3797573583650183,0.4081504318876365,3,59,-3.7509467945109543,-37.10639105547474,False,"drawdown,wfo_sharpe"
mtf-0052,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,379,42.480211081794195,-91.62959824681258,92.21712669174958,-3.9091389038228463,-5.02631752256007,0.48669777925209584,0.6590069309127757,3,100,-4.45399031410357,-54.4997049722613,False,"drawdown,wfo_sharpe"
mtf-0053,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,9,22.22222222222222,-12.668734257964879,14.816851202744239,-1.435497439491082,-1.6963719703302231,0.11430186228275355,0.4000565179896374,3,4,-0.5888007406085466,-4.7771967863735165,False,"wfo_trades,wfo_sharpe"
mtf-0054,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,162,24.691358024691358,-68.85682184417061,74.56833122438653,-1.9269086006807778,-2.643064948082186,0.5649595860000389,1.7231267373001182,3,37,-2.4008496350339517,-32.64715781870907,False,"drawdown,wfo_sharpe"
mtf-0055,mtf_template,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,38,50.0,-27.570922672023663,28.69790935713512,-1.5074084097987042,-1.8472071380487411,0.29946414386432585,0.29946414386432585,3,15,-2.1715889483502404,-14.94957091536021,False,"drawdown,wfo_sharpe"
