name,strategy_name,symbol,timeframe,start,end,total_trades,win_rate,total_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,avg_win_loss_ratio,wfo_windows,wfo_total_trades,wfo_mean_sharpe,wfo_total_return_pct,passes_gates,failure_reasons
mtf-0001,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,3,33.33333333333333,-3.916064650784374,4.339341113136979,-0.9451108541531591,-1.065827691202105,0.1246363562081462,0.2492727124162924,3,2,-1.7171601542360502,-4.464755534803966,False,"wfo_trades,wfo_sharpe"
mtf-0002,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,25.0,-8.343071557516105,10.344706273973669,-0.7050890759735787,-0.968593431716145,0.37447670687907214,1.1234301206372164,3,6,-2.1384094911849303,-6.719349808709774,False,wfo_sharpe
mtf-0003,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,5,20.0,-8.859647104806536,9.261145711320058,-1.6134518979776857,-1.7372995342615114,0.05633367071372273,0.22533468285489092,3,4,-3.043953641161101,-9.380107477481392,False,"wfo_trades,wfo_sharpe"
mtf-0004,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,10,20.0,-13.058881558334598,14.957530835783267,-1.0901459872098853,-1.4433987600995657,0.2755606872930765,1.102242749172306,3,8,-2.6888667628808265,-11.518701374707064,False,wfo_sharpe
mtf-0005,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,3,33.33333333333333,-3.916064650784374,4.339341113136979,-0.9451108541531591,-1.065827691202105,0.1246363562081462,0.2492727124162924,3,2,-1.7171601542360502,-4.464755534803966,False,"wfo_trades,wfo_sharpe"
mtf-0006,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,25.0,-8.343071557516105,10.344706273973669,-0.7050890759735787,-0.968593431716145,0.37447670687907214,1.1234301206372164,3,6,-2.1384094911849303,-6.719349808709774,False,wfo_sharpe
mtf-0007,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,5,20.0,-8.859647104806536,9.261145711320058,-1.6134518979776857,-1.7372995342615114,0.05633367071372273,0.22533468285489092,3,4,-3.043953641161101,-9.380107477481392,False,"wfo_trades,wfo_sharpe"
mtf-0008,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,10,20.0,-13.058881558334598,14.957530835783267,-1.0901459872098853,-1.4433987600995657,0.2755606872930765,1.102242749172306,3,8,-2.6888667628808265,-11.518701374707064,False,wfo_sharpe
mtf-0009,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,3,33.33333333333333,-3.916064650784374,4.339341113136979,-0.9451108541531591,-1.065827691202105,0.1246363562081462,0.2492727124162924,3,2,-1.7171601542360502,-4.464755534803966,False,"wfo_trades,wfo_sharpe"
mtf-0010,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,25.0,-8.343071557516105,10.344706273973669,-0.7050890759735787,-0.968593431716145,0.37447670687907214,1.1234301206372164,3,6,-2.1384094911849303,-6.719349808709774,False,wfo_sharpe
mtf-0011,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,5,20.0,-8.859647104806536,9.261145711320058,-1.6134518979776857,-1.7372995342615114,0.05633367071372273,0.22533468285489092,3,4,-3.043953641161101,-9.380107477481392,False,"wfo_trades,wfo_sharpe"
mtf-0012,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,10,20.0,-13.058881558334598,14.957530835783267,-1.0901459872098853,-1.4433987600995657,0.2755606872930765,1.102242749172306,3,8,-2.6888667628808265,-11.518701374707064,False,wfo_sharpe
mtf-0013,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,3,33.33333333333333,-3.916064650784374,4.339341113136979,-0.9451108541531591,-1.065827691202105,0.1246363562081462,0.2492727124162924,3,2,-1.7171601542360502,-4.464755534803966,False,"wfo_trades,wfo_sharpe"
mtf-0014,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,25.0,-8.343071557516105,10.344706273973669,-0.7050890759735787,-0.968593431716145,0.37447670687907214,1.1234301206372164,3,6,-2.1384094911849303,-6.719349808709774,False,wfo_sharpe
mtf-0015,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,5,20.0,-8.859647104806536,9.261145711320058,-1.6134518979776857,-1.7372995342615114,0.05633367071372273,0.22533468285489092,3,4,-3.043953641161101,-9.380107477481392,False,"wfo_trades,wfo_sharpe"
mtf-0016,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,10,20.0,-13.058881558334598,14.957530835783267,-1.0901459872098853,-1.4433987600995657,0.2755606872930765,1.102242749172306,3,8,-2.6888667628808265,-11.518701374707064,False,wfo_sharpe
mtf-0017,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,6,66.66666666666666,-3.0758375568437986,3.768740794120889,-0.5487756352012668,-0.7062168752691506,0.3145410324447092,0.1572705162223546,3,3,-1.621854878858798,-4.464298431008107,False,"wfo_trades,wfo_sharpe"
mtf-0018,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,19,36.84210526315789,-11.854029372197274,15.528796754718318,-0.6356903552213093,-0.8918997928972511,0.554718562980958,0.9509461079673566,3,9,-1.629620806680161,-4.578015468648666,False,wfo_sharpe
mtf-0019,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,50.0,-8.062650254339024,8.468097802833743,-1.2244015272532525,-1.4455787961181727,0.1462003805090474,0.1462003805090474,3,5,-2.9486483657838485,-9.3796738919802,False,wfo_sharpe
mtf-0020,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,21,33.33333333333333,-16.389198255576193,19.874896409314946,-0.898901163832859,-1.23884491134283,0.4697167580373595,0.9394335160747191,3,11,-2.1535289301620923,-9.48754011231232,False,wfo_sharpe
mtf-0021,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,6,66.66666666666666,-3.0758375568437986,3.768740794120889,-0.5487756352012668,-0.7062168752691506,0.3145410324447092,0.1572705162223546,3,3,-1.621854878858798,-4.464298431008107,False,"wfo_trades,wfo_sharpe"
mtf-0022,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,19,36.84210526315789,-11.854029372197274,15.528796754718318,-0.6356903552213093,-0.8918997928972511,0.554718562980958,0.9509461079673566,3,9,-1.629620806680161,-4.578015468648666,False,wfo_sharpe
mtf-0023,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,50.0,-8.062650254339024,8.468097802833743,-1.2244015272532525,-1.4455787961181727,0.1462003805090474,0.1462003805090474,3,5,-2.9486483657838485,-9.3796738919802,False,wfo_sharpe
mtf-0024,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,21,33.33333333333333,-16.389198255576193,19.874896409314946,-0.898901163832859,-1.23884491134283,0.4697167580373595,0.9394335160747191,3,11,-2.1535289301620923,-9.48754011231232,False,wfo_sharpe
mtf-0025,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,6,66.66666666666666,-3.0758375568437986,3.768740794120889,-0.5487756352012668,-0.7062168752691506,0.3145410324447092,0.1572705162223546,3,3,-1.621854878858798,-4.464298431008107,False,"wfo_trades,wfo_sharpe"
mtf-0026,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,19,36.84210526315789,-11.854029372197274,15.528796754718318,-0.6356903552213093,-0.8918997928972511,0.554718562980958,0.9509461079673566,3,9,-1.629620806680161,-4.578015468648666,False,wfo_sharpe
mtf-0027,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,50.0,-8.062650254339024,8.468097802833743,-1.2244015272532525,-1.4455787961181727,0.1462003805090474,0.1462003805090474,3,5,-2.9486483657838485,-9.3796738919802,False,wfo_sharpe
mtf-0028,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,21,33.33333333333333,-16.389198255576193,19.874896409314946,-0.898901163832859,-1.23884491134283,0.4697167580373595,0.9394335160747191,3,11,-2.1535289301620923,-9.48754011231232,False,wfo_sharpe
mtf-0029,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,6,66.66666666666666,-3.0758375568437986,3.768740794120889,-0.5487756352012668,-0.7062168752691506,0.3145410324447092,0.1572705162223546,3,3,-1.621854878858798,-4.464298431008107,False,"wfo_trades,wfo_sharpe"
mtf-0030,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,19,36.84210526315789,-11.854029372197274,15.528796754718318,-0.6356903552213093,-0.8918997928972511,0.554718562980958,0.9509461079673566,3,9,-1.629620806680161,-4.578015468648666,False,wfo_sharpe
mtf-0031,multi_timeframe_regime,ETHUSDT,1h,2024-01-09T07:00:00+00:00,2026-02-23T17:00:00+00:00,8,50.0,-8.062650254339024,8.468097802833743,-1.2244015272532525,-1.4455787961181727,0.1462003805090474,0.1462003805090474,3,5,-2.9486483657838485,-9.3796738919802,False,wfo_sharpe
