time,symbol,timeframe,open_price,high_price,low_price,close_price,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote
2021-01-03T06:00:00+00:00,BTCUSDT,1h,33758.67,34110.05,33651.12,33967.13,4526.910974,1609657199999,153551636.94704574,95086,2360.33759,80068532.23998821
2021-01-03T07:00:00+00:00,BTCUSDT,1h,33967.13,34778.11,33737.19,34452.34,7968.074023,1609660799999,273877823.024717,135337,3835.128227,131801254.42768407
2021-01-03T08:00:00+00:00,BTCUSDT,1h,34451.78,34670.41,33757.29,34367.68,6146.774112,1609664399999,210713141.05225316,110795,2947.241104,101077763.49754152
2021-01-03T09:00:00+00:00,BTCUSDT,1h,34367.35,34588.88,33800.0,34190.55,6052.678972,1609667999999,206713459.38775727,114590,2746.050925,93808940.47277085
2021-01-03T10:00:00+00:00,BTCUSDT,1h,34189.98,34350.0,33403.0,33877.96,6335.226642,1609671599999,214615660.03475803,120518,3038.836934,102960933.7059428
2021-01-03T11:00:00+00:00,BTCUSDT,1h,33877.96,34450.0,33787.55,34413.53,4116.853141,1609675199999,140535081.1453748,92262,2255.037874,76986787.81280623
2021-01-03T12:00:00+00:00,BTCUSDT,1h,34413.53,34600.0,33928.75,34103.72,4546.283481,1609678799999,155830593.73039517,89900,2266.261717,77715495.36382322
2021-01-03T13:00:00+00:00,BTCUSDT,1h,34103.73,34385.02,33800.0,33880.0,4373.738376,1609682399999,149031480.84569386,87957,2050.560801,69890174.70069015
2021-01-03T14:00:00+00:00,BTCUSDT,1h,33877.98,34150.0,33450.0,33811.54,5928.805563,1609685999999,200638151.95697656,112757,2900.711021,98139759.78261895
2021-01-03T15:00:00+00:00,BTCUSDT,1h,33811.54,33873.45,32727.0,33506.62,8391.249757,1609689599999,279582888.9548487,140091,3792.714729,126401018.81240185
2021-01-03T16:00:00+00:00,BTCUSDT,1h,33505.15,33822.69,32650.0,32676.74,7983.739125,1609693199999,266031558.97452664,129178,3881.702006,129341713.44537748
2021-01-03T17:00:00+00:00,BTCUSDT,1h,32676.75,33333.33,32454.73,32909.27,7447.809163,1609696799999,244812012.9938525,135756,3643.793364,119852164.82576343
2021-01-03T18:00:00+00:00,BTCUSDT,1h,32907.51,33031.57,32267.0,32769.76,4707.199943,1609700399999,153750662.0556162,94512,2355.519759,76959635.32715937
2021-01-03T19:00:00+00:00,BTCUSDT,1h,32769.79,32930.0,32455.71,32772.21,2288.439412,1609703999999,74825548.95742354,73266,1072.317091,35065540.58420238
2021-01-03T20:00:00+00:00,BTCUSDT,1h,32775.1,33816.0,32727.1,33726.21,5420.678183,1609707599999,181382884.1627613,111426,2919.385497,97677133.65780772
2021-01-03T21:00:00+00:00,BTCUSDT,1h,33725.72,33861.92,33506.0,33558.34,2123.067992,1609711199999,71508817.93767056,76216,1052.737795,35464167.0536733
2021-01-03T22:00:00+00:00,BTCUSDT,1h,33559.06,33661.1,33000.0,33119.14,2841.033093,1609714799999,94606664.88271222,74965,1251.998511,41712740.73810901
2021-01-03T23:00:00+00:00,BTCUSDT,1h,33119.14,33600.0,32600.0,33000.05,5077.560592,1609718399999,168463124.8788395,108752,2380.65319,79003943.17790337
2021-01-04T00:00:00+00:00,BTCUSDT,1h,33000.05,33111.44,32400.25,32843.88,4792.206831,1609721999999,157090780.02866343,102303,2337.32205,76640069.54148754
2021-01-04T01:00:00+00:00,BTCUSDT,1h,32843.89,33327.0,32602.47,33191.04,3390.023872,1609725599999,111723279.13155556,77232,1619.899097,53373905.14610674
2021-01-04T02:00:00+00:00,BTCUSDT,1h,33191.05,33588.0,32958.38,33454.22,3180.350783,1609729199999,105765257.0303554,73174,1565.736806,52080821.901355
2021-01-04T03:00:00+00:00,BTCUSDT,1h,33454.21,33510.71,33160.0,33505.16,3174.209134,1609732799999,105885637.67106639,74546,1550.96606,51736216.72372775
2021-01-04T04:00:00+00:00,BTCUSDT,1h,33505.15,33600.0,33186.14,33257.55,3167.029273,1609736399999,105695860.81391,70718,1582.286688,52806095.53989332
2021-01-04T05:00:00+00:00,BTCUSDT,1h,33257.56,33315.9,32802.25,32813.01,3990.70088,1609739999999,132098247.2739154,86995,1912.44957,63309431.04982456
2021-01-04T06:00:00+00:00,BTCUSDT,1h,32813.01,33408.0,32813.0,33100.02,4768.764928,1609743599999,157679676.3640947,93791,2665.124177,88130614.48937725
2021-01-04T07:00:00+00:00,BTCUSDT,1h,33100.02,33148.69,31505.0,32068.84,9472.376828,1609747199999,305928119.96734846,163230,4856.669063,156851370.47884083
2021-01-04T08:00:00+00:00,BTCUSDT,1h,32068.84,32567.88,31450.0,32045.14,6529.253248,1609750799999,209132998.40311763,125127,2998.787733,96102959.1323093
2021-01-04T09:00:00+00:00,BTCUSDT,1h,32045.15,32152.15,30248.85,31038.63,11271.896531,1609754399999,351321935.496181,173055,5038.681882,157122742.24963212
2021-01-04T10:00:00+00:00,BTCUSDT,1h,31038.35,31227.33,28130.0,30270.76,19376.831179,1609757999999,573629351.316422,305630,9223.430257,273302725.9663004
2021-01-04T11:00:00+00:00,BTCUSDT,1h,30270.76,30900.2,29400.0,30743.06,9413.490067,1609761599999,283733132.8833301,170181,4539.812727,136956401.56307817
2021-01-04T12:00:00+00:00,BTCUSDT,1h,30742.99,31434.07,30454.25,31219.02,8316.880828,1609765199999,257727418.56933528,153242,3929.175474,121744030.7287964
2021-01-04T13:00:00+00:00,BTCUSDT,1h,31219.03,31400.0,30600.0,31400.0,5474.654787,1609768799999,169692056.80846927,101540,2600.953116,80643934.90996195
2021-01-04T14:00:00+00:00,BTCUSDT,1h,31400.0,32167.93,31400.0,32113.68,7479.383587,1609772399999,237746821.6213545,116397,3581.679886,113853118.14224021
2021-01-04T15:00:00+00:00,BTCUSDT,1h,32113.68,32185.67,31550.0,31745.72,5321.620251,1609775999999,169560823.38397643,99381,2505.707347,79819154.00419214
2021-01-04T16:00:00+00:00,BTCUSDT,1h,31745.71,31920.0,30723.0,31320.31,8174.285783,1609779599999,255043539.0792511,133682,4187.514931,130621147.1468356
2021-01-04T17:00:00+00:00,BTCUSDT,1h,31320.3,31523.01,30626.36,31024.17,4962.562729,1609783199999,153975400.83942577,96732,2613.69739,81111771.17490149
2021-01-04T18:00:00+00:00,BTCUSDT,1h,31022.25,31465.44,31001.0,31165.16,3361.43987,1609786799999,104948080.8713323,73391,1896.893927,59231323.65317481
2021-01-04T19:00:00+00:00,BTCUSDT,1h,31165.16,31855.75,31104.99,31665.51,3388.372221,1609790399999,106758748.38653801,71762,1753.388702,55257387.68892296
2021-01-04T20:00:00+00:00,BTCUSDT,1h,31665.52,31830.95,31210.0,31244.97,2850.963087,1609793999999,89770988.0867045,64911,1329.172774,41858872.75067731
2021-01-04T21:00:00+00:00,BTCUSDT,1h,31244.97,31579.0,30856.08,31014.27,3202.456127,1609797599999,99727509.60811839,74424,1548.021731,48215339.25595822
2021-01-04T22:00:00+00:00,BTCUSDT,1h,31014.27,31474.78,30950.0,31332.05,1646.484138,1609801199999,51480692.96027581,54923,906.957052,28362489.62653594
2021-01-04T23:00:00+00:00,BTCUSDT,1h,31332.05,32031.01,31150.0,31988.71,4193.648728,1609804799999,132893993.10060339,86041,2344.14079,74303486.15285785
2021-01-05T00:00:00+00:00,BTCUSDT,1h,31989.75,32853.38,31989.74,32430.49,7707.64341,1609808399999,250007916.9077521,127581,4569.48199,148144849.1056823
2021-01-05T01:00:00+00:00,BTCUSDT,1h,32430.69,32796.0,32224.25,32786.06,4246.96065,1609811999999,138118302.36451834,83071,2295.493443,74675015.21841346
2021-01-05T02:00:00+00:00,BTCUSDT,1h,32786.05,32828.26,32221.1,32306.64,3163.430044,1609815599999,102893990.21816806,65391,1571.902792,51120318.98503503
2021-01-05T03:00:00+00:00,BTCUSDT,1h,32306.64,32536.09,31130.86,31200.0,5695.044496,1609819199999,181350412.23885363,112880,2751.736804,87713825.89386314
2021-01-05T04:00:00+00:00,BTCUSDT,1h,31190.04,31538.45,30418.0,30858.98,7229.486366,1609822799999,224769397.84667814,157600,3122.039909,97170832.72847822
2021-01-05T05:00:00+00:00,BTCUSDT,1h,30858.98,31366.16,29900.0,30436.25,6366.976124,1609826399999,195158786.10553855,159593,2694.134331,82666054.53886335
2021-01-05T06:00:00+00:00,BTCUSDT,1h,30436.26,31270.43,29900.0,31123.25,6611.210735,1609829999999,202286248.33256155,127994,3659.298822,111844754.48935623
2021-01-05T07:00:00+00:00,BTCUSDT,1h,31123.25,31312.03,30759.47,30817.77,2811.383953,1609833599999,87206069.28127892,71734,1279.15583,39679285.4461407
2021-01-05T08:00:00+00:00,BTCUSDT,1h,30817.78,31522.19,30817.78,31192.09,3237.120957,1609837199999,101016094.16648097,88984,1691.747218,52801113.11961794
2021-01-05T09:00:00+00:00,BTCUSDT,1h,31192.16,31821.94,31157.9,31569.63,3935.597979,1609840799999,124016625.8418041,91763,2077.943499,65482399.52003036
2021-01-05T10:00:00+00:00,BTCUSDT,1h,31569.63,31687.11,31088.33,31345.77,3174.760396,1609844399999,99666137.72028314,81295,1624.611217,51008190.2158899
2021-01-05T11:00:00+00:00,BTCUSDT,1h,31347.73,31777.0,31284.15,31776.66,2908.121768,1609847999999,91671919.0984899,72492,1608.736977,50727750.80430447
2021-01-05T12:00:00+00:00,BTCUSDT,1h,31776.66,32057.13,31563.84,31585.01,4161.551334,1609851599999,132493096.80311255,94633,2278.18509,72558530.75037737
2021-01-05T13:00:00+00:00,BTCUSDT,1h,31585.0,31900.0,31416.27,31460.01,2523.023165,1609855199999,79971740.01184838,64040,1248.020631,39565656.12394609
2021-01-05T14:00:00+00:00,BTCUSDT,1h,31460.11,32375.07,31111.78,32342.33,5942.102854,1609858799999,188316129.32606876,137989,3384.555236,107337665.44604895
2021-01-05T15:00:00+00:00,BTCUSDT,1h,32343.61,32374.31,31929.41,32099.98,3616.599016,1609862399999,116161069.22208343,98120,1862.743855,59830250.35901147
2021-01-05T16:00:00+00:00,BTCUSDT,1h,32099.97,32670.0,31763.23,32469.9,4926.171616,1609865999999,159348378.63575512,114817,2517.109065,81421262.1085977
2021-01-05T17:00:00+00:00,BTCUSDT,1h,32469.9,32790.0,32254.18,32742.73,3599.645718,1609869599999,116970729.3270712,82231,1693.399736,55049206.49118736
2021-01-05T18:00:00+00:00,BTCUSDT,1h,32742.73,33433.55,32650.03,33372.84,6647.009921,1609873199999,219940103.11654606,129769,3830.696091,126730979.20382337
2021-01-05T19:00:00+00:00,BTCUSDT,1h,33372.83,34187.09,33098.82,33697.75,8659.338503,1609876799999,292047625.8367009,179774,4641.043817,156580281.19993934
2021-01-05T20:00:00+00:00,BTCUSDT,1h,33693.8,34044.13,33318.0,33969.17,5800.653907,1609880399999,195673767.39849564,106875,2778.602711,93787060.66580112
2021-01-05T21:00:00+00:00,BTCUSDT,1h,33968.66,33996.03,33471.94,33699.63,3682.074151,1609883999999,124381906.41438341,74894,1702.315613,57517127.96443939
2021-01-05T22:00:00+00:00,BTCUSDT,1h,33699.63,34360.0,33695.6,34183.42,4616.403334,1609887599999,157718468.5989587,113239,2717.786346,92848224.48505437
2021-01-05T23:00:00+00:00,BTCUSDT,1h,34183.43,34284.91,33650.0,33949.53,4787.686641,1609891199999,162432229.8334837,90092,2091.013732,70934458.77764802
2021-01-06T00:00:00+00:00,BTCUSDT,1h,33949.53,34107.59,33288.0,33918.01,6106.351924,1609894799999,205743581.04425707,99660,2516.259961,84812005.3453171
2021-01-06T01:00:00+00:00,BTCUSDT,1h,33918.01,34018.93,33513.05,33811.28,3237.659354,1609898399999,109289337.46651398,62378,1475.381107,49802826.13141871
2021-01-06T02:00:00+00:00,BTCUSDT,1h,33811.28,34135.84,33768.32,33873.3,3252.254556,1609901999999,110509015.75623268,60510,1626.423081,55274032.44717988
2021-01-06T03:00:00+00:00,BTCUSDT,1h,33873.3,34170.0,33652.0,34117.59,3183.088045,1609905599999,107858643.06601506,79479,1672.00819,56692634.90742621
2021-01-06T04:00:00+00:00,BTCUSDT,1h,34116.76,35766.58,34109.83,35325.91,12735.417627,1609909199999,444922768.1920201,211886,7910.038255,275960969.4071847
2021-01-06T05:00:00+00:00,BTCUSDT,1h,35326.82,35590.0,34510.0,34978.91,5595.783676,1609912799999,196115940.87795284,106461,2891.384051,101402148.66539782
2021-01-06T06:00:00+00:00,BTCUSDT,1h,34977.27,35229.1,34782.44,35125.51,3923.026403,1609916399999,137467483.4954543,82118,2054.113885,71979294.60308102
2021-01-06T07:00:00+00:00,BTCUSDT,1h,35125.49,35248.63,34350.0,34676.4,3898.737284,1609919999999,135685914.15764904,90102,1874.102733,65256486.63670632
2021-01-06T08:00:00+00:00,BTCUSDT,1h,34666.8,34950.77,34015.0,34594.28,5094.759196,1609923599999,176018487.58908296,104746,2360.742762,81573834.44700667
2021-01-06T09:00:00+00:00,BTCUSDT,1h,34596.08,34607.69,33357.9,33919.5,5753.91297,1609927199999,195480943.58159614,116923,2559.39339,86977436.94551326
2021-01-06T10:00:00+00:00,BTCUSDT,1h,33919.5,34550.0,33834.61,34417.36,3851.574259,1609930799999,132191268.15797724,81692,1875.019126,64352205.8668014
2021-01-06T11:00:00+00:00,BTCUSDT,1h,34417.37,35200.0,34342.87,34918.53,6362.804142,1609934399999,221652511.71656263,135283,3225.568409,112395840.12698986
2021-01-06T12:00:00+00:00,BTCUSDT,1h,34918.54,35088.0,34415.61,34929.87,4569.514665,1609937999999,158781299.83276105,111089,2339.0615,81279110.6877163
2021-01-06T13:00:00+00:00,BTCUSDT,1h,34929.87,35050.0,34300.0,34550.0,4296.272331,1609941599999,148666291.75269622,101607,2028.182878,70209071.0628672
2021-01-06T14:00:00+00:00,BTCUSDT,1h,34549.99,34593.5,34052.42,34213.46,5728.368095,1609945199999,196539271.47079065,118986,2687.808047,92234560.97504687
2021-01-06T15:00:00+00:00,BTCUSDT,1h,34213.58,34790.0,34150.0,34566.19,4050.156848,1609948799999,139949954.8467573,84656,1858.529323,64217961.06072499
2021-01-06T16:00:00+00:00,BTCUSDT,1h,34566.18,35076.42,34372.92,34612.41,6142.986291,1609952399999,213765663.67000848,119999,2805.93946,97707179.71105734
2021-01-06T17:00:00+00:00,BTCUSDT,1h,34615.98,35057.81,34562.0,34898.52,3410.29344,1609955999999,118876311.09590797,78917,1651.609603,57594103.95804292
2021-01-06T18:00:00+00:00,BTCUSDT,1h,34898.52,35245.0,34894.22,35215.75,3704.008481,1609959599999,130045690.18758427,79341,1818.206977,63842688.84232041
2021-01-06T19:00:00+00:00,BTCUSDT,1h,35215.75,35695.0,34652.6,34816.72,5619.207768,1609963199999,198986931.5587426,127198,2772.62367,98244633.93981346
2021-01-06T20:00:00+00:00,BTCUSDT,1h,34818.95,36250.0,34280.0,36015.88,10922.412724,1609966799999,384838155.9912445,211465,5441.597353,192130710.8036441
2021-01-06T21:00:00+00:00,BTCUSDT,1h,36015.16,36470.0,35650.0,35874.16,7481.324348,1609970399999,269663315.9989594,143699,3530.875471,127294676.3394307
2021-01-06T22:00:00+00:00,BTCUSDT,1h,35869.97,36379.99,35700.92,35989.63,2717.847393,1609973999999,98138204.7716402,84495,1258.446506,45453405.34245312
2021-01-06T23:00:00+00:00,BTCUSDT,1h,35989.64,36939.21,35949.12,36769.36,5501.43949,1609977599999,200767262.2412077,99093,2819.598914,102944651.96840851
2021-01-07T00:00:00+00:00,BTCUSDT,1h,36769.36,37287.63,36422.71,37150.66,6259.578978,1609981199999,231127540.88700172,126956,3276.043725,121035260.46323515
2021-01-07T01:00:00+00:00,BTCUSDT,1h,37150.66,37227.61,36615.83,36871.47,4542.03973,1609984799999,167744153.75912637,92343,2188.222216,80834008.77942777
2021-01-07T02:00:00+00:00,BTCUSDT,1h,36871.47,37087.01,36456.0,36962.37,4112.981009,1609988399999,151378625.9565755,75846,1862.594065,68560321.70436183
2021-01-07T03:00:00+00:00,BTCUSDT,1h,36962.37,37699.0,36926.53,37454.48,4747.646909,1609991999999,177380063.69681457,102236,2489.391295,93000819.42241232
2021-01-07T04:00:00+00:00,BTCUSDT,1h,37452.62,37550.0,37056.12,37450.95,4099.953841,1609995599999,153032050.67556983,93723,1967.847679,73462310.91837376
2021-01-07T05:00:00+00:00,BTCUSDT,1h,37450.95,37700.8,37100.77,37347.2,4337.600291,1609999199999,162305184.42616054,88626,2189.330914,81931971.65715823
2021-01-07T06:00:00+00:00,BTCUSDT,1h,37347.2,37439.75,36710.0,37130.84,4095.35114,1610002799999,151906540.45678326,102410,1749.235928,64883857.26010562
2021-01-07T07:00:00+00:00,BTCUSDT,1h,37130.85,37338.72,36720.0,36859.85,3782.276886,1610006399999,140083390.80394545,91008,1623.225369,60156275.8977995
2021-01-07T08:00:00+00:00,BTCUSDT,1h,36863.04,37350.0,36300.0,37217.55,5254.610209,1610009999999,193767393.70327786,105341,2307.402343,85144391.1751427
2021-01-07T09:00:00+00:00,BTCUSDT,1h,37217.55,37500.99,36905.0,37492.69,4407.045594,1610013599999,163843785.85139343,73931,2244.725367,83506486.68795209
2021-01-07T10:00:00+00:00,BTCUSDT,1h,37492.7,37500.0,36920.0,37045.45,3236.822718,1610017199999,120314344.26502907,73246,1456.956047,54166648.01214179
2021-01-07T11:00:00+00:00,BTCUSDT,1h,37045.45,37913.72,37038.97,37822.09,4315.490397,1610020799999,161597115.72571474,93785,2370.940878,88851600.37871656
2021-01-07T12:00:00+00:00,BTCUSDT,1h,37825.64,38200.0,37518.0,37941.36,6363.359069,1610024399999,241319458.86435366,126651,3103.657796,117756120.27681302
2021-01-07T13:00:00+00:00,BTCUSDT,1h,37941.37,38429.0,37900.0,38161.6,5364.346066,1610027999999,205106242.97582552,109894,2583.94624,98802410.05574995
2021-01-07T14:00:00+00:00,BTCUSDT,1h,38161.6,38644.76,38079.02,38453.97,5516.633701,1610031599999,211915217.15929496,127201,2553.525473,98119133.15050092
2021-01-07T15:00:00+00:00,BTCUSDT,1h,38450.51,38970.42,38062.75,38970.42,5401.362641,1610035199999,208049947.52961344,108411,2618.40335,100917730.45469424
2021-01-07T16:00:00+00:00,BTCUSDT,1h,38970.41,39500.0,38921.49,39120.01,8054.616114,1610038799999,315624646.46786094,152513,4140.228823,162292200.88514322
2021-01-07T17:00:00+00:00,BTCUSDT,1h,39120.01,39775.0,39101.36,39732.92,4853.729905,1610042399999,191791634.7475186,118869,2607.775733,103049642.73116991
2021-01-07T18:00:00+00:00,BTCUSDT,1h,39732.92,40365.0,36500.0,38948.48,16920.672871,1610045999999,656141657.3424625,352801,8352.782401,324987958.8056861
2021-01-07T19:00:00+00:00,BTCUSDT,1h,38907.58,39236.12,37493.52,39062.0,9539.541292,1610049599999,367676058.9442618,178227,4568.737514,176185972.74372718
2021-01-07T20:00:00+00:00,BTCUSDT,1h,39061.99,39199.33,38352.88,39109.38,4364.133612,1610053199999,169359110.4902306,97943,2132.348711,82796137.61577405
2021-01-07T21:00:00+00:00,BTCUSDT,1h,39111.34,39882.07,38908.11,39687.11,4533.614789,1610056799999,178905952.02809146,98626,2237.729317,88336681.65941423
2021-01-07T22:00:00+00:00,BTCUSDT,1h,39687.11,39969.0,39150.0,39665.92,2855.62721,1610060399999,113198084.48035602,94586,1413.94892,56075175.26137254
2021-01-07T23:00:00+00:00,BTCUSDT,1h,39666.0,39680.54,38541.38,39432.28,5866.665465,1610063999999,229001742.1461096,129513,3016.107032,117730123.85962437
