symbol,timeframe,train_start_month,train_end_date,test_start_month,test_end_date,trades,win_rate,sharpe
AVAXUSDT,4h,2023-01,2023-06-30,2023-06,2023-09-28,0.0,0.0,0.0
AVAXUSDT,4h,2023-06,2023-12-27,2023-12,2024-03-26,0.0,0.0,0.0
AVAXUSDT,4h,2023-12,2024-06-24,2024-06,2024-09-22,0.0,0.0,0.0
AVAXUSDT,4h,2024-06,2024-12-21,2024-12,2025-03-21,0.0,0.0,0.0
AVAXUSDT,4h,2024-12,2025-06-19,2025-06,2025-09-17,0.0,0.0,0.0
AVAXUSDT,4h,2025-06,2025-12-16,2025-12,2026-03-16,0.0,0.0,0.0
